species;dbhCm;basalAreaM2Ha;inclination;meanTemp;meanPrec;reference;pred;var
ALISIER_BLANC;20.0;25.0;0.0;11.8599046331061;600.0;1;13.981599043878166;0.022202977015567144
ALISIER_BLANC;20.0;25.0;0.0;4.87976120199476;600.0;0;9.287705110756775;0.6710843986560193
ALISIER_BLANC;20.0;25.0;0.0;4.993745203188487;600.0;0;9.432714573416256;0.6288990495877914
ALISIER_BLANC;20.0;25.0;0.0;5.107729204382214;600.0;0;9.57545439121812;0.5888801675177364
ALISIER_BLANC;20.0;25.0;0.0;5.221713205575941;600.0;0;9.715924564162364;0.5509504509981649
ALISIER_BLANC;20.0;25.0;0.0;5.335697206769669;600.0;0;9.854125092248992;0.515034020337778
ALISIER_BLANC;20.0;25.0;0.0;5.449681207963396;600.0;0;9.990055975478004;0.48105641760166334
ALISIER_BLANC;20.0;25.0;0.0;5.563665209157123;600.0;0;10.123717213849396;0.4489446066112996
ALISIER_BLANC;20.0;25.0;0.0;5.67764921035085;600.0;0;10.255108807363175;0.41862697294455353
ALISIER_BLANC;20.0;25.0;0.0;5.791633211544577;600.0;0;10.384230756019331;0.3900333239356809
ALISIER_BLANC;20.0;25.0;0.0;5.905617212738305;600.0;0;10.511083059817874;0.36309488867532824
ALISIER_BLANC;20.0;25.0;0.0;6.019601213932032;600.0;0;10.635665718758798;0.3377443180105271
ALISIER_BLANC;20.0;25.0;0.0;6.133585215125759;600.0;0;10.757978732842107;0.3139156845447005
ALISIER_BLANC;20.0;25.0;0.0;6.247569216319486;600.0;0;10.878022102067796;0.29154448263766414
ALISIER_BLANC;20.0;25.0;0.0;6.3615532175132135;600.0;0;10.99579582643587;0.2705676284056169
ALISIER_BLANC;20.0;25.0;0.0;6.475537218706941;600.0;0;11.111299905946323;0.25092345972114855
ALISIER_BLANC;20.0;25.0;0.0;6.589521219900668;600.0;0;11.224534340599163;0.2325517362132405
ALISIER_BLANC;20.0;25.0;0.0;6.703505221094395;600.0;0;11.335499130394382;0.21539363926725885
ALISIER_BLANC;20.0;25.0;0.0;6.817489222288122;600.0;0;11.444194275331984;0.19939177202496344
ALISIER_BLANC;20.0;25.0;0.0;6.9314732234818495;600.0;0;11.55061977541197;0.184490159384501
ALISIER_BLANC;20.0;25.0;0.0;7.045457224675577;600.0;0;11.65477563063434;0.17063424800040394
ALISIER_BLANC;20.0;25.0;0.0;7.159441225869304;600.0;0;11.75666184099909;0.157770906283598
ALISIER_BLANC;20.0;25.0;0.0;7.273425227063031;600.0;0;11.856278406506226;0.1458484244013993
ALISIER_BLANC;20.0;25.0;0.0;7.387409228256758;600.0;0;11.953625327155741;0.13481651427750937
ALISIER_BLANC;20.0;25.0;0.0;7.5013932294504855;600.0;0;12.048702602947643;0.12462630959202012
ALISIER_BLANC;20.0;25.0;0.0;7.615377230644213;600.0;0;12.141510233881924;0.11523036578141319
ALISIER_BLANC;20.0;25.0;0.0;7.72936123183794;600.0;0;12.232048219958589;0.10658266003855715
ALISIER_BLANC;20.0;25.0;0.0;7.843345233031667;600.0;0;12.320316561177634;0.09863859131270966
ALISIER_BLANC;20.0;25.0;0.0;7.957329234225394;600.0;0;12.406315257539067;0.09135498030952377
ALISIER_BLANC;20.0;25.0;0.0;8.071313235419122;600.0;0;12.49004430904288;0.08469006949103093
ALISIER_BLANC;20.0;25.0;0.0;8.18529723661285;600.0;0;12.571503715689076;0.07860352307566254
ALISIER_BLANC;20.0;25.0;0.0;8.299281237806579;600.0;0;12.650693477477656;0.07305642703823045
ALISIER_BLANC;20.0;25.0;0.0;8.413265239000307;600.0;0;12.727613594408615;0.06801128910994128
ALISIER_BLANC;20.0;25.0;0.0;8.527249240194035;600.0;0;12.80226406648196;0.06343203877838448
ALISIER_BLANC;20.0;25.0;0.0;8.641233241387763;600.0;0;12.874644893697685;0.05928402728754687
ALISIER_BLANC;20.0;25.0;0.0;8.755217242581491;600.0;0;12.944756076055796;0.055534027637800944
ALISIER_BLANC;20.0;25.0;0.0;8.869201243775219;600.0;0;13.012597613556286;0.052150234585900554
ALISIER_BLANC;20.0;25.0;0.0;8.983185244968947;600.0;0;13.078169506199163;0.0491022646450015
ALISIER_BLANC;20.0;25.0;0.0;9.097169246162675;600.0;0;13.141471753984423;0.046361156084638394
ALISIER_BLANC;20.0;25.0;0.0;9.211153247356403;600.0;0;13.202504356912058;0.04389936893074575
ALISIER_BLANC;20.0;25.0;0.0;9.325137248550131;600.0;0;13.261267314982081;0.04169078496563289
ALISIER_BLANC;20.0;25.0;0.0;9.43912124974386;600.0;0;13.317760628194486;0.03971070772800725
ALISIER_BLANC;20.0;25.0;0.0;9.553105250937588;600.0;0;13.371984296549275;0.03793586251296846
ALISIER_BLANC;20.0;25.0;0.0;9.667089252131316;600.0;0;13.423938320046446;0.0363443963719975
ALISIER_BLANC;20.0;25.0;0.0;9.781073253325044;600.0;0;13.473622698685997;0.03491587811296568
ALISIER_BLANC;20.0;25.0;0.0;9.895057254518772;600.0;0;13.521037432467935;0.03363129830013497
ALISIER_BLANC;20.0;25.0;0.0;10.0090412557125;600.0;0;13.566182521392253;0.03247306925415995
ALISIER_BLANC;20.0;25.0;0.0;10.123025256906228;600.0;0;13.609057965458955;0.031425025052076935
ALISIER_BLANC;20.0;25.0;0.0;10.237009258099956;600.0;0;13.649663764668038;0.03047242152732003
ALISIER_BLANC;20.0;25.0;0.0;10.350993259293684;600.0;0;13.687999919019504;0.029601936269703494
ALISIER_BLANC;20.0;25.0;0.0;10.464977260487412;600.0;0;13.724066428513353;0.02880166862543777
ALISIER_BLANC;20.0;25.0;0.0;10.57896126168114;600.0;0;13.757863293149583;0.02806113969711508
ALISIER_BLANC;20.0;25.0;0.0;10.692945262874868;600.0;0;13.7893905129282;0.027371292343725366
ALISIER_BLANC;20.0;25.0;0.0;10.806929264068597;600.0;0;13.818648087849198;0.02672449118064217
ALISIER_BLANC;20.0;25.0;0.0;10.920913265262325;600.0;0;13.845636017912575;0.026114522579628104
ALISIER_BLANC;20.0;25.0;0.0;11.034897266456053;600.0;0;13.870354303118337;0.02553659466883336
ALISIER_BLANC;20.0;25.0;0.0;11.14888126764978;600.0;0;13.892802943466485;0.024987337332806718
ALISIER_BLANC;20.0;25.0;0.0;11.262865268843509;600.0;0;13.91298193895701;0.024464802212471964
ALISIER_BLANC;20.0;25.0;0.0;11.376849270037237;600.0;0;13.930891289589923;0.023968462705154937
ALISIER_BLANC;20.0;25.0;0.0;11.490833271230965;600.0;0;13.946530995365212;0.023499213964558743
ALISIER_BLANC;20.0;25.0;0.0;11.604817272424693;600.0;0;13.959901056282892;0.023059372900786322
ALISIER_BLANC;20.0;25.0;0.0;11.718801273618421;600.0;0;13.971001472342948;0.02265267818032099
ALISIER_BLANC;20.0;25.0;0.0;11.83278527481215;600.0;0;13.979832243545388;0.022284290226043064
ALISIER_BLANC;20.0;25.0;0.0;11.946769276005877;600.0;0;13.986393369890212;0.02196079121721689
ALISIER_BLANC;20.0;25.0;0.0;12.060753277199606;600.0;0;13.990684851377416;0.021690185089487363
ALISIER_BLANC;20.0;25.0;0.0;12.174737278393334;600.0;0;13.992706688007004;0.021481897534909714
ALISIER_BLANC;20.0;25.0;0.0;12.288721279587062;600.0;0;13.99245887977898;0.021346776001913585
ALISIER_BLANC;20.0;25.0;0.0;12.40270528078079;600.0;0;13.989941426693331;0.021297089695317285
ALISIER_BLANC;20.0;25.0;0.0;12.516689281974518;600.0;0;13.98515432875007;0.021346529576331763
ALISIER_BLANC;20.0;25.0;0.0;12.630673283168246;600.0;0;13.978097585949186;0.021510208362560644
ALISIER_BLANC;20.0;25.0;0.0;12.744657284361974;600.0;0;13.968771198290693;0.021804660527990505
ALISIER_BLANC;20.0;25.0;0.0;12.858641285555702;600.0;0;13.957175165774576;0.0222478423029948
ALISIER_BLANC;20.0;25.0;0.0;12.97262528674943;600.0;0;13.943309488400843;0.02285913167434711
ALISIER_BLANC;20.0;25.0;0.0;13.086609287943158;600.0;0;13.927174166169493;0.02365932838519616
ALISIER_BLANC;20.0;25.0;0.0;13.200593289136886;600.0;0;13.908769199080524;0.02467065393509195
ALISIER_BLANC;20.0;25.0;0.0;13.314577290330615;600.0;0;13.888094587133935;0.02591675157996908
